go_id,pathway_name,pathway_name
GO:0046416,D-amino acid metabolic process,metabolic-biosynthesis
GO:0006533,aspartate catabolic process,catabolic
GO:0019478,D-amino acid catabolic process,catabolic
GO:0046321,positive regulation of fatty acid oxidation,oxidation
GO:0005984,disaccharide metabolic process,metabolic-biosynthesis
GO:0030209,dermatan sulfate catabolic process,catabolic
GO:0030211,heparin catabolic process,catabolic
GO:0007006,mitochondrial membrane organization,mitochondrion
GO:0000389,mRNA 3'-splice site recognition,rna-processing
GO:2001178,positive regulation of mediator complex assembly,growth-regulation
GO:0034505,tooth mineralization,osteo-bone
GO:0071306,cellular response to vitamin E,cellular-response
GO:1902618,cellular response to fluoride,cellular-response
GO:0070120,ciliary neurotrophic factor-mediated signaling pathway,brain
GO:1901184,regulation of ERBB signaling pathway,growth-regulation
GO:0061146,Peyer's patch morphogenesis,eye
GO:0097021,lymphocyte migration into lymphoid organs,lymphoid
GO:0061909,autophagosome-lysosome fusion,cytosis-osome-vesicle
GO:0061910,autophagosome-endosome fusion,cytosis-osome-vesicle
GO:0010897,negative regulation of triglyceride catabolic process,catabolic
GO:0035359,negative regulation of peroxisome proliferator activated receptor signaling pathway,signalling
GO:0060192,negative regulation of lipase activity,lipid
GO:0060193,positive regulation of lipase activity,lipid
GO:1902261,positive regulation of delayed rectifier potassium channel activity,growth-regulation
GO:0043418,homocysteine catabolic process,catabolic
GO:0019724,B cell mediated immunity,lymphoid
GO:0070305,response to cGMP,cellular-response
GO:1905179,negative regulation of cardiac muscle tissue regeneration,regeneration-healing
GO:1902746,regulation of lens fiber cell differentiation,eye
GO:1901203,positive regulation of extracellular matrix assembly,ecm
GO:0001100,negative regulation of exit from mitosis,cell-cycle
GO:0033320,UDP-D-xylose biosynthetic process,metabolic-biosynthesis
GO:0048017,inositol lipid-mediated signaling,muscle
GO:0101030,tRNA-guanine transglycosylation,ribosome
GO:0045906,negative regulation of vasoconstriction,growth-regulation
GO:2000184,positive regulation of progesterone biosynthetic process,metabolic-biosynthesis
GO:0070092,regulation of glucagon secretion,secretion
GO:0045719,negative regulation of glycogen biosynthetic process,metabolic-biosynthesis
GO:0046456,icosanoid biosynthetic process,metabolic-biosynthesis
GO:0032787,monocarboxylic acid metabolic process,metabolic-biosynthesis
GO:0019627,urea metabolic process,metabolic-biosynthesis
GO:0043603,cellular amide metabolic process,metabolic-biosynthesis
GO:0046006,regulation of activated T cell proliferation,lymphoid
GO:0010876,lipid localization,lipid
GO:0032623,interleukin-2 production,immune
GO:0090297,positive regulation of mitochondrial DNA replication,mitochondrion
GO:1900210,positive regulation of cardiolipin metabolic process,metabolic-biosynthesis
GO:1990046,stress-induced mitochondrial fusion,mitochondrion
GO:0010742,macrophage derived foam cell differentiation,monocyte
GO:0110155,NAD-cap decapping,metabolic-biosynthesis
GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,rna-processing
GO:0036016,cellular response to interleukin-3,immune
GO:0045601,regulation of endothelial cell differentiation,blood-vessel
GO:1904172,positive regulation of bleb assembly,growth-regulation
GO:0031106,septin ring organization,brain
GO:1904498,protein localization to mitotic actomyosin contractile ring,cell-division
GO:0000921,septin ring assembly,brain
GO:1902255,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,cell-death
GO:0007144,female meiosis I,reproduction
GO:0021888,hypothalamus gonadotrophin-releasing hormone neuron development,neuron
GO:0016074,snoRNA metabolic process,metabolic-biosynthesis
GO:0022009,central nervous system vasculogenesis,spine
GO:0045167,asymmetric protein localization involved in cell fate determination,protein-processing
GO:0060066,oviduct development,reproduction
GO:0099068,postsynapse assembly,synapse
GO:1904891,positive regulation of excitatory synapse assembly,synapse
GO:1902750,negative regulation of cell cycle G2/M phase transition,cell-cycle
GO:0021930,cerebellar granule cell precursor proliferation,brain
GO:0021891,olfactory bulb interneuron development,olfactory
GO:0021988,olfactory lobe development,olfactory
GO:0032076,negative regulation of deoxyribonuclease activity,ribosome
GO:0006399,tRNA metabolic process,metabolic-biosynthesis
GO:0021562,vestibulocochlear nerve development,nerve
GO:0009063,cellular amino acid catabolic process,catabolic
GO:0016560,"protein import into peroxisome matrix, docking",protein-processing
GO:0016561,"protein import into peroxisome matrix, translocation",protein-processing
GO:0036250,peroxisome transport along microtubule,transport
GO:0044721,"protein import into peroxisome matrix, substrate release",protein-processing
GO:0035780,CD80 biosynthetic process,metabolic-biosynthesis
GO:0035781,CD86 biosynthetic process,metabolic-biosynthesis
GO:1904407,positive regulation of nitric oxide metabolic process,metabolic-biosynthesis
GO:0035543,positive regulation of SNARE complex assembly,cytosis-osome-vesicle
GO:0051957,positive regulation of amino acid transport,transport
GO:0015827,tryptophan transport,transport
GO:0019276,UDP-N-acetylgalactosamine metabolic process,metabolic-biosynthesis
GO:1902866,regulation of retina development in camera-type eye,eye
GO:1905377,response to D-galactose,cellular-response
GO:1901533,negative regulation of hematopoietic progenitor cell differentiation,hematopoiesis
GO:2000382,positive regulation of mesoderm development,mesoderm
GO:0032264,IMP salvage,metabolic-biosynthesis
GO:0006188,IMP biosynthetic process,metabolic-biosynthesis
GO:0006196,AMP catabolic process,catabolic
GO:0046039,GTP metabolic process,brain
GO:0010893,positive regulation of steroid biosynthetic process,metabolic-biosynthesis
GO:0006530,asparagine catabolic process,catabolic
GO:0051169,nuclear transport,transport
GO:0046601,positive regulation of centriole replication,cytoskeleton
GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,peptide
GO:0019075,virus maturation,immune
GO:0003326,pancreatic A cell fate commitment,pancreas
GO:0003329,pancreatic PP cell fate commitment,pancreas
GO:0035883,enteroendocrine cell differentiation,differentiation
GO:0060730,regulation of intestinal epithelial structure maintenance,gut
GO:2000675,negative regulation of type B pancreatic cell apoptotic process,cell-death
GO:0060438,trachea development,lung
GO:0002300,"CD8-positive, alpha-beta intraepithelial T cell differentiation",lymphoid
GO:0002305,"CD8-positive, gamma-delta intraepithelial T cell differentiation",lymphoid
GO:0018094,protein polyglycylation,protein-processing
GO:0060005,vestibular reflex,auditory
GO:0036145,dendritic cell homeostasis,homeostasis
GO:0002312,B cell activation involved in immune response,lymphoid
GO:2000458,regulation of astrocyte chemotaxis,environment-sensing
GO:1900045,negative regulation of protein K63-linked ubiquitination,protein-processing
GO:2000816,negative regulation of mitotic sister chromatid separation,cell-division
GO:0099606,microtubule plus-end directed mitotic chromosome migration,cell-division
GO:0099607,lateral attachment of mitotic spindle microtubules to kinetochore,cell-division
GO:0010768,negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage,transcription
GO:0060260,regulation of transcription initiation from RNA polymerase II promoter,transcription
GO:1905524,negative regulation of protein autoubiquitination,protein-processing
GO:2000825,positive regulation of androgen receptor activity,signalling
GO:0060335,positive regulation of interferon-gamma-mediated signaling pathway,immune
GO:0006423,cysteinyl-tRNA aminoacylation,ribosome
GO:0071486,cellular response to high light intensity,cellular-response
GO:0097473,retinal rod cell apoptotic process,cell-death
GO:0000075,cell cycle checkpoint,cell-cycle
GO:0044778,meiotic DNA integrity checkpoint,DNA-repair
GO:0051649,establishment of localization in cell,protein-processing
GO:0030473,nuclear migration along microtubule,cytoskeleton
GO:0050712,negative regulation of interleukin-1 alpha secretion,immune
GO:0045091,regulation of single stranded viral RNA replication via double stranded DNA intermediate,immune
GO:0008216,spermidine metabolic process,reproduction
GO:0002115,store-operated calcium entry,calcium
GO:0045161,neuronal ion channel clustering,neuron
GO:1990120,messenger ribonucleoprotein complex assembly,protein-processing
GO:0070988,demethylation,methylation
GO:0035511,oxidative DNA demethylation,oxidation
GO:0036090,cleavage furrow ingression,cell-division
GO:0035136,forelimb morphogenesis,limb
GO:0072092,ureteric bud invasion,kidney-ureter
GO:0072709,cellular response to sorbitol,cellular-response
GO:0070535,histone H2A K63-linked ubiquitination,histone-chromatin
GO:0042636,negative regulation of hair cycle,hair
GO:0042760,very long-chain fatty acid catabolic process,catabolic
GO:0001579,medium-chain fatty acid transport,transport
GO:0062003,"negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity",metabolic-biosynthesis
GO:0051046,regulation of secretion,secretion
GO:0090074,negative regulation of protein homodimerization activity,protein-processing
GO:0098657,import into cell,transport
GO:1903238,positive regulation of leukocyte tethering or rolling,lymphoid
GO:1990771,clathrin-dependent extracellular exosome endocytosis,cytosis-osome-vesicle
GO:0006452,translational frameshifting,translation
GO:0003253,cardiac neural crest cell migration involved in outflow tract morphogenesis,neural-crest
GO:0035993,deltoid tuberosity development,neural-tube
GO:0060127,prolactin secreting cell differentiation,glands
GO:0061325,cell proliferation involved in outflow tract morphogenesis,morphogenesis
GO:0071245,cellular response to carbon monoxide,cellular-response
GO:1903408,positive regulation of sodium:potassium-exchanging ATPase activity,metabolic-biosynthesis
GO:0097298,regulation of nucleus size,growth-regulation
GO:0019884,antigen processing and presentation of exogenous antigen,immune
GO:0008065,establishment of blood-nerve barrier,nerve
GO:0034331,cell junction maintenance,ecm
GO:0061772,xenobiotic transport across blood-nerve barrier,nerve
GO:1903545,cellular response to butyrate,cellular-response
GO:0031281,positive regulation of cyclase activity,growth-regulation
GO:1902595,regulation of DNA replication origin binding,replication
GO:0090594,inflammatory response to wounding,myeloid
GO:0045347,negative regulation of MHC class II biosynthetic process,immune
GO:0090076,relaxation of skeletal muscle,muscle
GO:0014861,regulation of skeletal muscle contraction via regulation of action potential,muscle
GO:0006668,sphinganine-1-phosphate metabolic process,metabolic-biosynthesis
GO:0044878,mitotic cytokinesis checkpoint,cell-division
GO:0044260,cellular macromolecule metabolic process,metabolic-biosynthesis
GO:2000465,regulation of glycogen (starch) synthase activity,growth-regulation
GO:1990180,mitochondrial tRNA 3'-end processing,ribosome
GO:2000768,positive regulation of nephron tubule epithelial cell differentiation,kidney-ureter
GO:0001705,ectoderm formation,blastocyst
GO:0021937,cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation,brain
GO:0035846,oviduct epithelium development,reproduction
GO:0035847,uterine epithelium development,reproduction
GO:0060067,cervix development,reproduction
GO:0072049,comma-shaped body morphogenesis,morphogenesis
GO:0072050,S-shaped body morphogenesis,morphogenesis
GO:0072077,renal vesicle morphogenesis,kidney-ureter
GO:0097379,dorsal spinal cord interneuron posterior axon guidance,spine
GO:2000744,positive regulation of anterior head development,brain
GO:0098535,de novo centriole assembly involved in multi-ciliated epithelial cell differentiation,cytoskeleton
GO:1901492,positive regulation of lymphangiogenesis,lymphoid
GO:0043648,dicarboxylic acid metabolic process,metabolic-biosynthesis
GO:1900139,negative regulation of arachidonic acid secretion,secretion
GO:1901877,negative regulation of calcium ion binding,calcium
GO:1901881,positive regulation of protein depolymerization,protein-processing
GO:1901894,regulation of ATPase-coupled calcium transmembrane transporter activity,transport
GO:0009890,negative regulation of biosynthetic process,metabolic-biosynthesis
GO:0043105,negative regulation of GTP cyclohydrolase I activity,brain
GO:0030916,otic vesicle formation,cytosis-osome-vesicle
GO:2000741,positive regulation of mesenchymal stem cell differentiation,differentiation
GO:0002683,negative regulation of immune system process,immune
GO:0003188,heart valve formation,heart
GO:0014036,neural crest cell fate specification,neural-crest
GO:0019100,male germ-line sex determination,reproduction
GO:0030858,positive regulation of epithelial cell differentiation,differentiation
GO:0035622,intrahepatic bile duct development,liver
GO:0060517,epithelial cell proliferation involved in prostatic bud elongation,glands
GO:0060532,bronchus cartilage development,lung
GO:0060729,intestinal epithelial structure maintenance,gut
GO:0060784,regulation of cell proliferation involved in tissue homeostasis,homeostasis
GO:0061046,regulation of branching involved in lung morphogenesis,lung
GO:0061145,lung smooth muscle development,lung
GO:0072193,ureter smooth muscle cell differentiation,kidney-ureter
GO:2000138,positive regulation of cell proliferation involved in heart morphogenesis,heart
GO:2000794,regulation of epithelial cell proliferation involved in lung morphogenesis,lung
GO:0050658,RNA transport,transport
GO:1902883,negative regulation of response to oxidative stress,stress-response
GO:0030538,embryonic genitalia morphogenesis,reproduction
GO:1905517,macrophage migration,monocyte
GO:1901624,negative regulation of lymphocyte chemotaxis,lymphoid
GO:0019102,male somatic sex determination,reproduction
GO:0045720,negative regulation of integrin biosynthetic process,metabolic-biosynthesis
GO:0048638,regulation of developmental growth,brain
GO:0060520,activation of prostate induction by androgen receptor signaling pathway,glands
GO:0060599,lateral sprouting involved in mammary gland duct morphogenesis,glands
GO:0060685,regulation of prostatic bud formation,glands
GO:0060769,positive regulation of epithelial cell proliferation involved in prostate gland development,glands
GO:0071394,cellular response to testosterone stimulus,cellular-response
GO:0070897,transcription preinitiation complex assembly,transcription
GO:0009304,tRNA transcription,ribosome
GO:1903893,positive regulation of ATF6-mediated unfolded protein response,protein-processing
GO:0010042,response to manganese ion,cellular-response
GO:0010963,regulation of L-arginine import,transport
GO:0019547,arginine catabolic process to ornithine,catabolic
GO:0070965,positive regulation of neutrophil mediated killing of fungus,myeloid
GO:2000552,negative regulation of T-helper 2 cell cytokine production,lymphoid
GO:0050819,negative regulation of coagulation,blood-vessel
GO:0030302,deoxynucleotide transport,transport
GO:2000270,negative regulation of fibroblast apoptotic process,cell-death
GO:1903515,calcium ion transport from cytosol to endoplasmic reticulum,protein-processing
GO:0097309,cap1 mRNA methylation,rna-processing
GO:0016104,triterpenoid biosynthetic process,metabolic-biosynthesis
GO:0071348,cellular response to interleukin-11,immune
GO:0010723,positive regulation of transcription from RNA polymerase II promoter in response to iron,transcription
GO:0050955,thermoception,environment-sensing
GO:1903892,negative regulation of ATF6-mediated unfolded protein response,protein-processing
GO:0002191,cap-dependent translational initiation,translation
GO:0044336,canonical Wnt signaling pathway involved in negative regulation of apoptotic process,cell-death
GO:0038044,transforming growth factor-beta secretion,secretion
GO:0031117,positive regulation of microtubule depolymerization,cytoskeleton
GO:0097332,response to antipsychotic drug,cellular-response
GO:1905242,"response to 3,3',5-triiodo-L-thyronine",cellular-response
GO:0016031,tRNA import into mitochondrion,ribosome
GO:0070096,mitochondrial outer membrane translocase complex assembly,transport
GO:1904934,negative regulation of cell proliferation in midbrain,brain
GO:1904955,planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation,neurotransmitters
GO:0003138,primary heart field specification,heart
GO:0003401,axis elongation,polarity-axis
GO:0007442,hindgut morphogenesis,gut
GO:0036517,chemoattraction of serotonergic neuron axon,neuron
GO:0046546,development of primary male sexual characteristics,reproduction
GO:0051885,positive regulation of timing of anagen,growth-regulation
GO:0060028,convergent extension involved in axis elongation,polarity-axis
GO:0060606,tube closure,neural-tube
GO:0060686,negative regulation of prostatic bud formation,glands
GO:0060744,mammary gland branching involved in thelarche,glands
GO:0060775,planar cell polarity pathway involved in gastrula mediolateral intercalation,polarity-axis
GO:0060809,mesodermal to mesenchymal transition involved in gastrulation,blastocyst
GO:0061347,planar cell polarity pathway involved in outflow tract morphogenesis,polarity-axis
GO:0061348,planar cell polarity pathway involved in ventricular septum morphogenesis,polarity-axis
GO:0061349,planar cell polarity pathway involved in cardiac right atrium morphogenesis,polarity-axis
GO:0061350,planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,polarity-axis
GO:0061354,planar cell polarity pathway involved in pericardium morphogenesis,polarity-axis
GO:0097325,melanocyte proliferation,melanocyte
GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,catabolic
GO:0015722,canalicular bile acid transport,transport
GO:0035934,corticosterone secretion,secretion
GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,signalling
GO:0002692,negative regulation of cellular extravasation,cellular-response
GO:1905077,negative regulation of interleukin-17 secretion,immune
GO:2000317,negative regulation of T-helper 17 type immune response,lymphoid
GO:2000408,negative regulation of T cell extravasation,lymphoid
GO:0003209,cardiac atrium morphogenesis,gut
GO:0034111,negative regulation of homotypic cell-cell adhesion,cell-adhesion
GO:0055017,cardiac muscle tissue growth,muscle
GO:0007632,visual behavior,behavior
GO:0019918,"peptidyl-arginine methylation, to symmetrical-dimethyl arginine",peptide
GO:1903762,positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,muscle
GO:0003062,regulation of heart rate by chemical signal,heart
GO:0098901,regulation of cardiac muscle cell action potential,muscle
GO:2000170,positive regulation of peptidyl-cysteine S-nitrosylation,peptide
GO:0009104,lipopolysaccharide catabolic process,catabolic
GO:0008653,lipopolysaccharide metabolic process,metabolic-biosynthesis
GO:2000303,regulation of ceramide biosynthetic process,metabolic-biosynthesis
GO:1905373,ceramide phosphoethanolamine biosynthetic process,metabolic-biosynthesis
GO:0009263,deoxyribonucleotide biosynthetic process,metabolic-biosynthesis
GO:0009262,deoxyribonucleotide metabolic process,metabolic-biosynthesis
GO:0051695,actin filament uncapping,cytoskeleton
GO:0086097,phospholipase C-activating angiotensin-activated signaling pathway,blood-vessel
GO:2001259,positive regulation of cation channel activity,growth-regulation
GO:0010887,negative regulation of cholesterol storage,lipid
GO:0090122,cholesterol ester hydrolysis involved in cholesterol transport,transport
GO:0042983,amyloid precursor protein biosynthetic process,metabolic-biosynthesis
GO:0042986,positive regulation of amyloid precursor protein biosynthetic process,protein-processing
GO:1990926,short-term synaptic potentiation,synapse
GO:0044571,[2Fe-2S] cluster assembly,mitochondrion
GO:0006627,protein processing involved in protein targeting to mitochondrion,mitochondrion
GO:0061188,negative regulation of chromatin silencing at rDNA,histone-chromatin
GO:0070544,histone H3-K36 demethylation,histone-chromatin
GO:0035574,histone H4-K20 demethylation,histone-chromatin
GO:1900365,positive regulation of mRNA polyadenylation,rna-processing
GO:2000672,negative regulation of motor neuron apoptotic process,muscle
GO:0006768,biotin metabolic process,metabolic-biosynthesis
GO:0042669,regulation of inner ear auditory receptor cell fate specification,auditory
GO:0099612,protein localization to axon,protein-processing
GO:1902463,protein localization to cell leading edge,protein-processing
GO:0006185,dGDP biosynthetic process,brain
GO:0034436,glycoprotein transport,protein-processing
GO:0046054,dGMP metabolic process,metabolic-biosynthesis
GO:0046060,dATP metabolic process,metabolic-biosynthesis
GO:0046711,GDP biosynthetic process,brain
GO:0017085,response to insecticide,cellular-response
GO:0036343,psychomotor behavior,behavior
GO:0043207,response to external biotic stimulus,regeneration-healing
GO:1902626,assembly of large subunit precursor of preribosome,ribosome
GO:0001174,transcriptional start site selection at RNA polymerase II promoter,transcription
GO:1990114,RNA polymerase II core complex assembly,transcription
GO:1902224,ketone body metabolic process,metabolic-biosynthesis
GO:1902860,propionyl-CoA biosynthetic process,metabolic-biosynthesis
GO:0072229,metanephric proximal convoluted tubule development,kidney-ureter
GO:1905279,"regulation of retrograde transport, endosome to Golgi",cytosis-osome-vesicle
GO:1902938,regulation of intracellular calcium activated chloride channel activity,calcium
GO:0006448,regulation of translational elongation,translation
GO:0007206,phospholipase C-activating G protein-coupled glutamate receptor signaling pathway,neurotransmitters
GO:0006720,isoprenoid metabolic process,metabolic-biosynthesis
GO:0033384,geranyl diphosphate biosynthetic process,metabolic-biosynthesis
GO:0033386,geranylgeranyl diphosphate biosynthetic process,metabolic-biosynthesis
GO:0045337,farnesyl diphosphate biosynthetic process,metabolic-biosynthesis
GO:1901143,insulin catabolic process,catabolic
GO:0010815,bradykinin catabolic process,catabolic
GO:0010992,ubiquitin recycling,protein-processing
GO:0042447,hormone catabolic process,catabolic
GO:1905667,negative regulation of protein localization to endosome,cytosis-osome-vesicle
GO:0060298,positive regulation of sarcomere organization,muscle
GO:0070858,negative regulation of bile acid biosynthetic process,metabolic-biosynthesis
GO:0060414,aorta smooth muscle tissue morphogenesis,blood-vessel
GO:0060849,regulation of transcription involved in lymphatic endothelial cell fate commitment,blood-vessel
GO:0060836,lymphatic endothelial cell differentiation,blood-vessel
GO:0002194,hepatocyte cell migration,liver
GO:0030910,olfactory placode formation,olfactory
GO:0043049,otic placode formation,auditory
GO:0046619,optic placode formation involved in camera-type eye formation,eye
GO:0060421,positive regulation of heart growth,heart
GO:0061114,branching involved in pancreas morphogenesis,pancreas
GO:0090425,acinar cell differentiation,glands
GO:1901978,positive regulation of cell cycle checkpoint,cell-cycle
GO:2000979,positive regulation of forebrain neuron differentiation,neuron
GO:1903362,regulation of cellular protein catabolic process,catabolic
GO:0036474,cell death in response to hydrogen peroxide,cell-death
GO:0032347,regulation of aldosterone biosynthetic process,metabolic-biosynthesis
GO:0060689,cell differentiation involved in salivary gland development,glands
GO:0010526,"negative regulation of transposition, RNA-mediated",regeneration-healing
GO:0006581,acetylcholine catabolic process,neurotransmitters
GO:0032223,"negative regulation of synaptic transmission, cholinergic",synapse
GO:0045212,neurotransmitter receptor biosynthetic process,neurotransmitters
GO:0106064,regulation of cobalamin metabolic process,metabolic-biosynthesis
GO:0106121,positive regulation of cobalamin metabolic process,metabolic-biosynthesis
GO:0090108,positive regulation of high-density lipoprotein particle assembly,lipid
GO:0090340,positive regulation of secretion of lysosomal enzymes,secretion
GO:0046511,sphinganine biosynthetic process,metabolic-biosynthesis
GO:1904649,regulation of fat cell apoptotic process,lymphoid
GO:0097089,methyl-branched fatty acid metabolic process,metabolic-biosynthesis
GO:1903512,phytanic acid metabolic process,metabolic-biosynthesis
GO:0033313,meiotic cell cycle checkpoint,cell-cycle
GO:0043604,amide biosynthetic process,metabolic-biosynthesis
GO:0043605,cellular amide catabolic process,catabolic
GO:2000275,regulation of oxidative phosphorylation uncoupler activity,phosphorylation
GO:0070838,divalent metal ion transport,transport
GO:0033578,protein glycosylation in Golgi,transport
GO:0036071,N-glycan fucosylation,metabolic-biosynthesis
GO:0043112,receptor metabolic process,metabolic-biosynthesis
GO:0046368,GDP-L-fucose metabolic process,brain
GO:0060713,labyrinthine layer morphogenesis,morphogenesis
GO:1903242,regulation of cardiac muscle hypertrophy in response to stress,muscle
GO:0051386,regulation of neurotrophin TRK receptor signaling pathway,brain
GO:0045714,regulation of low-density lipoprotein particle receptor biosynthetic process,metabolic-biosynthesis
GO:0002691,regulation of cellular extravasation,cellular-response
GO:0090322,regulation of superoxide metabolic process,metabolic-biosynthesis
GO:0045066,regulatory T cell differentiation,lymphoid
GO:0051771,negative regulation of nitric-oxide synthase biosynthetic process,metabolic-biosynthesis
GO:0080164,regulation of nitric oxide metabolic process,metabolic-biosynthesis
GO:0000105,histidine biosynthetic process,metabolic-biosynthesis
GO:0009256,10-formyltetrahydrofolate metabolic process,metabolic-biosynthesis
GO:0021919,BMP signaling pathway involved in spinal cord dorsal/ventral patterning,spine
GO:0003400,regulation of COPII vesicle coating,cytosis-osome-vesicle
GO:0015727,lactate transport,transport
GO:0048505,regulation of timing of cell differentiation,differentiation
GO:0006667,sphinganine metabolic process,metabolic-biosynthesis
GO:0021849,neuroblast division in subventricular zone,brain
GO:0061163,endoplasmic reticulum polarization,protein-processing
GO:0061573,actin filament bundle retrograde transport,transport
GO:0006287,"base-excision repair, gap-filling",DNA-repair
GO:0045004,DNA replication proofreading,replication
GO:0015861,cytidine transport,transport
GO:0036018,cellular response to erythropoietin,red-blood
GO:0051023,regulation of immunoglobulin secretion,immune
GO:0006278,RNA-dependent DNA biosynthetic process,metabolic-biosynthesis
GO:0032214,negative regulation of telomere maintenance via semi-conservative replication,telomere
GO:1905778,negative regulation of exonuclease activity,growth-regulation
GO:1905839,negative regulation of telomeric D-loop disassembly,telomere
GO:0031627,telomeric loop formation,telomere
GO:0032208,negative regulation of telomere maintenance via recombination,telomere
GO:0099087,anterograde axonal transport of messenger ribonucleoprotein complex,transport
GO:1903770,negative regulation of beta-galactosidase activity,growth-regulation
GO:1903824,negative regulation of telomere single strand break repair,DNA-repair
GO:0006211,5-methylcytosine catabolic process,catabolic
GO:0042558,pteridine-containing compound metabolic process,metabolic-biosynthesis
GO:0000096,sulfur amino acid metabolic process,metabolic-biosynthesis
GO:0017121,plasma membrane phospholipid scrambling,lipid
GO:0097696,receptor signaling pathway via STAT,signalling
GO:0001991,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,blood-vessel
GO:0002033,angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure,blood-vessel
GO:0035932,aldosterone secretion,secretion
GO:0021692,cerebellar Purkinje cell layer morphogenesis,brain
GO:0045200,establishment of neuroblast polarity,brain
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",metabolic-biosynthesis
GO:0042946,glucoside transport,transport
GO:0120192,tight junction assembly,ecm
GO:0033141,positive regulation of peptidyl-serine phosphorylation of STAT protein,peptide
GO:0048861,leukemia inhibitory factor signaling pathway,signalling
GO:1901676,positive regulation of histone H3-K27 acetylation,histone-chromatin
GO:1905259,negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway,cell-death
GO:1903094,negative regulation of protein K48-linked deubiquitination,protein-processing
GO:2000157,negative regulation of ubiquitin-specific protease activity,protein-processing
GO:0010273,detoxification of copper ion,liver
GO:0009438,methylglyoxal metabolic process,metabolic-biosynthesis
GO:0036471,cellular response to glyoxal,cellular-response
GO:0036526,peptidyl-cysteine deglycation,peptide
GO:0036527,peptidyl-arginine deglycation,peptide
GO:0036528,peptidyl-lysine deglycation,peptide
GO:0036529,"protein deglycation, glyoxal removal",protein-processing
GO:0036530,"protein deglycation, methylglyoxal removal",protein-processing
GO:0036531,glutathione deglycation,metabolic-biosynthesis
GO:0046295,glycolate biosynthetic process,metabolic-biosynthesis
GO:0050787,detoxification of mercury ion,metabolic-biosynthesis
GO:0061727,methylglyoxal catabolic process to lactate,catabolic
GO:0106044,guanine deglycation,metabolic-biosynthesis
GO:0106045,"guanine deglycation, methylglyoxal removal",methylation
GO:0106046,"guanine deglycation, glyoxal removal",metabolic-biosynthesis
GO:0140041,cellular detoxification of methylglyoxal,methylation
GO:1902903,regulation of supramolecular fiber organization,muscle
GO:1903073,negative regulation of death-inducing signaling complex assembly,cell-death
GO:1903122,negative regulation of TRAIL-activated apoptotic signaling pathway,cell-death
GO:1903168,positive regulation of pyrroline-5-carboxylate reductase activity,growth-regulation
GO:1903178,positive regulation of tyrosine 3-monooxygenase activity,environment-sensing
GO:1903181,positive regulation of dopamine biosynthetic process,neurotransmitters
GO:1903189,glyoxal metabolic process,metabolic-biosynthesis
GO:1903190,glyoxal catabolic process,catabolic
GO:1903197,positive regulation of L-dopa biosynthetic process,metabolic-biosynthesis
GO:1903200,positive regulation of L-dopa decarboxylase activity,growth-regulation
GO:0018323,enzyme active site formation via L-cysteine sulfinic acid,metabolic-biosynthesis
GO:1902177,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,stress-response
GO:2000277,positive regulation of oxidative phosphorylation uncoupler activity,phosphorylation
GO:0040038,polar body extrusion after meiotic divisions,cell-cycle
GO:0070649,formin-nucleated actin cable assembly,cytoskeleton
GO:1900758,negative regulation of D-amino-acid oxidase activity,growth-regulation
GO:1904780,negative regulation of protein localization to centrosome,cytoskeleton
GO:0045189,connective tissue growth factor biosynthetic process,metabolic-biosynthesis
GO:0055059,asymmetric neuroblast division,brain
GO:0071802,negative regulation of podosome assembly,ecm
GO:0051284,positive regulation of sequestering of calcium ion,calcium
GO:0061537,"glycine secretion, neurotransmission",brain
GO:0099545,trans-synaptic signaling by trans-synaptic complex,synapse
GO:0038165,oncostatin-M-mediated signaling pathway,signalling
GO:1905078,positive regulation of interleukin-17 secretion,immune
GO:0070202,regulation of establishment of protein localization to chromosome,cell-division
GO:0002644,negative regulation of tolerance induction,growth-regulation
GO:0043456,regulation of pentose-phosphate shunt,growth-regulation
GO:0033108,mitochondrial respiratory chain complex assembly,mitochondrion
GO:0018171,peptidyl-cysteine oxidation,peptide
GO:0036334,epidermal stem cell homeostasis,homeostasis
GO:1905128,positive regulation of axo-dendritic protein transport,transport
GO:2000771,positive regulation of establishment or maintenance of cell polarity regulating cell shape,polarity-axis
GO:0070084,protein initiator methionine removal,protein-processing
GO:0018206,peptidyl-methionine modification,peptide
GO:0031365,N-terminal protein amino acid modification,protein-processing
